id_city;city;id_hotel;name_hotel;region;star_rating;num_reviews;hotel_features;hotel_category;price;url_image
2;Jakarta;87;Harris Tebet Jakarta;Manggarai Selatan, Jakarta;4.0;5101.0;Bar, Area main anak, Layanan pijat, Pusat kebugaran, Bilyar, Sauna, Pusat kebugaran, Bar;;1011000;https://storage.googleapis.com/picture-bucket19/hotel/87.jpg
2;Jakarta;56;Grand Dafam Ancol Jakarta;Ancol, Jakarta;4.0;434.0;Area main anak, Layanan pijat, Dapur kecil, Pusat kebugaran, Bilyar, Bar di kolam renang, Pusat kebugaran, Bar;;1786667;https://storage.googleapis.com/picture-bucket19/hotel/56.jpg
2;Jakarta;88;Harris Vertu Hotel Harmoni;Harmoni, Jakarta;5.0;3749.0;Layanan pijat, Pusat kebugaran, Spa, Bar;;1468900;https://storage.googleapis.com/picture-bucket19/hotel/88.jpg
2;Jakarta;178;Sentral Cawang Hotel;Cawang, Jakarta;3.0;7369.0;Layanan pijat, Aksesibel bagi penyandang disabilitas, Bar;;580500;https://storage.googleapis.com/picture-bucket19/hotel/178.jpg
2;Jakarta;75;Grand Tropic Suites Hotel;Tanjung Duren, Jakarta;4.0;5554.0;Tennis meja, Area main anak, Pusat kebugaran, Sauna, Pusat kebugaran;;1223333;https://storage.googleapis.com/picture-bucket19/hotel/75.jpg
2;Jakarta;199;Swiss-Belinn Wahid Hasyim;Kebon Kacang, Jakarta;3.0;895.0;Jemputan stasiun kereta, Layanan pijat, Antar-jemput bandara, Check-out ekspress, Bar;;1160000;https://storage.googleapis.com/picture-bucket19/hotel/199.jpg
2;Jakarta;93;Holiday Inn Express JAKARTA WAHID HASYIM;Kebon Kacang, Jakarta;3.0;3537.0;Tennis, Pusat kebugaran, Bar;;1568180;https://storage.googleapis.com/picture-bucket19/hotel/93.jpg
2;Jakarta;4;ASTON Pluit Hotel & Residence;Pluit, Jakarta;4.0;5915.0;Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Spa, Pusat kebugaran, Bar;;1068280;https://storage.googleapis.com/picture-bucket19/hotel/4.jpg
2;Jakarta;16;Ambhara Hotel;Melawai, Jakarta;4.0;4857.0;Bar;;968000;https://storage.googleapis.com/picture-bucket19/hotel/16.jpg
2;Jakarta;76;Grand Whiz Poins Simatupang Jakarta;Lebak Bulus, Jakarta;4.0;9148.0;Sewa mobil, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Sauna, Spa, Pusat kebugaran;;857813;https://storage.googleapis.com/picture-bucket19/hotel/76.jpg
2;Jakarta;170;Redtop Hotel & Convention Center;Pecenongan, Jakarta;4.0;4209.0;Bayar saat Check-in, Restoran show cooking, Bar, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar;;1213451;https://storage.googleapis.com/picture-bucket19/hotel/170.jpg
2;Jakarta;47;Fairmont Jakarta;Senayan, Jakarta;5.0;1045.0;Penitipan anak, Check-out ekspress;;6473500;https://storage.googleapis.com/picture-bucket19/hotel/47.jpg
2;Jakarta;122;Hotel Santika Premiere Slipi Jakarta;Slipi, Jakarta;4.0;6308.0;Aksesibel bagi penyandang disabilitas;;1316667;https://storage.googleapis.com/picture-bucket19/hotel/122.jpg
