id_city,city,id_hotel,name_hotel,region,star_rating,num_reviews,hotel_features,price,url_image,rating,category,latitude,longitude
1,Bandung,74,Grand Tjokro Premiere Bandung,"Cihampelas, Bandung",4.0,15901.0,"Olahraga air, Aerobik, Restoran show cooking, Dapur kecil, Teras rooftop, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",1751482,https://storage.googleapis.com/picture-bucket19/hotel/74.jpg,3.304275546781651,luxury,-6.886302,107.603845
1,Bandung,48,Four Points by Sheraton Bandung,"Dago, Bandung",4.0,2190.0,"Area main anak, Klub anak, Sewa mobil, Pusat kebugaran, Bar di kolam renang, Bar",2226400,https://storage.googleapis.com/picture-bucket19/hotel/48.jpg,0.4550885760299236,luxury,-6.901574999999999,107.61215800000002
1,Bandung,20,Aryaduta Bandung,"Merdeka, Bandung",4.0,8395.0,"Area main anak, Antar-jemput bandara",2019852,https://storage.googleapis.com/picture-bucket19/hotel/20.jpg,1.7445062081147074,luxury,-6.907893,107.611662
1,Bandung,90,Hilton Bandung,"Pasirkaliki, Bandung",5.0,3130.0,"Bar, Sewa mobil, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Bar",3065333,https://storage.googleapis.com/picture-bucket19/hotel/90.jpg,0.8130292482726376,luxury,-6.912836,107.597623
1,Bandung,202,THE 1O1 Bandung Dago,"Dago, Bandung",4.0,12553.0,"Bersepeda atau bersepeda gunung, Layanan pijat, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",1755000,https://storage.googleapis.com/picture-bucket19/hotel/202.jpg,2.608551093563302,midrange,-6.9063411,107.61021099999994
1,Bandung,179,Serela Merdeka by KAGUM Hotels,"Dago, Bandung",3.0,6149.0,"Penitipan anak, Layanan pijat, Antar-jemput bandara, Check-out ekspress, Spa",996667,https://storage.googleapis.com/picture-bucket19/hotel/179.jpg,0.9583354979479454,midrange,-6.906646200000001,107.6090011
1,Bandung,28,Banana Inn by KAGUM Hotels,"Setiabudi, Bandung",4.0,6267.0,"Aerobik, Bar, Pengering pakaian, Teras rooftop, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",1033500,https://storage.googleapis.com/picture-bucket19/hotel/28.jpg,1.3023014182554935,luxury,-6.866921,107.59368
1,Bandung,158,POP! Hotel Festival Citylink - Bandung,"Pasir Koja, Bandung",2.0,9679.0,"Bayar saat Check-in, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran",592000,https://storage.googleapis.com/picture-bucket19/hotel/158.jpg,1.00566263182503,midrange,-6.929565,107.585973
1,Bandung,46,Easton Park Apartment Jatinangor by Diajeng,"Jatinangor, Bandung",0.0,682.0,"Ruang santai, Area main anak, Limosin/mobil, Check-out ekspress, Pusat kebugaran",281500,https://storage.googleapis.com/picture-bucket19/hotel/46.jpg,0.0,budget,-6.9364236,107.76518599999996
1,Bandung,42,Dago Heuvel Resort and Villa,"Mekarsaluyu, Bandung",2.0,591.0,"Pemancingan, Bilyar, Aktivitas outdoor, Jacuzzi, Area piknik",3968800,https://storage.googleapis.com/picture-bucket19/hotel/42.jpg,0.0614057873136266,luxury,-6.859359176017268,107.6436917908768
1,Bandung,201,Swiss-Belresort Dago Heritage Bandung,"Dago Atas, Bandung",4.0,6225.0,"Golf, Klub anak, Dapur kecil, Pusat kebugaran, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",3583950,https://storage.googleapis.com/picture-bucket19/hotel/201.jpg,1.2935736921398515,luxury,-6.8669056,107.6252879
1,Bandung,77,Grandia Hotel Bandung,"Cihampelas, Bandung",4.0,9709.0,"Bar, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Bar",2270400,https://storage.googleapis.com/picture-bucket19/hotel/77.jpg,2.0175593537326613,luxury,-6.900855,107.604483
1,Bandung,224,V Hotel & Residence,"Pasteur, Bandung",3.0,14648.0,"Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Spa, Pusat kebugaran",699000,https://storage.googleapis.com/picture-bucket19/hotel/224.jpg,2.2829237882487403,midrange,-6.881761,107.584433
1,Bandung,126,InterContinental Hotels BANDUNG DAGO PAKAR,"Mekarsaluyu, Bandung",5.0,4140.0,Tennis,5180328,https://storage.googleapis.com/picture-bucket19/hotel/126.jpg,1.075380539248792,luxury,-6.86674,107.641947
1,Bandung,111,Hotel Dafam Rio,"Jalan Riau, Bandung",3.0,3536.0,"Jemputan stasiun kereta, Layanan pijat, Spa",836841,https://storage.googleapis.com/picture-bucket19/hotel/111.jpg,0.5510935633019897,budget,-6.914218513250424,107.62925259768964
1,Bandung,89,Hemangini Hotel Bandung,"Setiabudi, Bandung",4.0,5488.0,Aksesibel bagi penyandang disabilitas,2037037,https://storage.googleapis.com/picture-bucket19/hotel/89.jpg,1.1404228791106032,luxury,-6.880680125947302,107.59915678042604
1,Bandung,132,Kedaton Hotel,"Sumurbandung, Bandung",3.0,5277.0,"Karaoke, Layanan pijat, Mandi uap, Pusat kebugaran, Antar-jemput bandara, Sauna, Spa",1481481,https://storage.googleapis.com/picture-bucket19/hotel/132.jpg,0.8224323341472284,midrange,-6.915518,107.60793
1,Bandung,176,Sari Ater Kamboti Hotel Bandung,"Pasteur, Bandung",4.0,5865.0,"Bayar saat Check-in, Karaoke, Pusat kebugaran, Bilyar, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",1037276,https://storage.googleapis.com/picture-bucket19/hotel/176.jpg,1.218764611148631,luxury,-6.88320499924914,107.5796914100647
1,Bandung,236,d'primahotel Bandung,"Sukajadi, Bandung",3.0,6503.0,Antar-jemput bandara,4160000,https://storage.googleapis.com/picture-bucket19/hotel/236.jpg,1.0135071951789705,luxury,-6.886018,107.596367
1,Bandung,235,Zest Hotel Sukajadi Bandung,"Sukajadi, Bandung",3.0,7151.0,"Layanan pijat, Aksesibel bagi penyandang disabilitas, Spa",861555,https://storage.googleapis.com/picture-bucket19/hotel/235.jpg,1.1144994545171178,budget,-6.895187907438221,107.59748137301632
1,Bandung,177,Sensa Hotel Bandung,"Cihampelas, Bandung",4.0,3133.0,Spa,1654667,https://storage.googleapis.com/picture-bucket19/hotel/177.jpg,0.6510468076263702,midrange,-6.8946953,107.6053673
1,Bandung,242,ibis Bandung Pasteur,"Pasteur, Bandung",3.0,5186.0,Check-out ekspress,923319,https://storage.googleapis.com/picture-bucket19/hotel/242.jpg,0.8082497792093096,midrange,-6.899887,107.59606
1,Bandung,37,Clove Garden Hotel & Residence,"Dago, Bandung",4.0,14893.0,Aksesibel bagi penyandang disabilitas,2135300,https://storage.googleapis.com/picture-bucket19/hotel/37.jpg,3.094810120006234,luxury,-6.873058413514878,107.64264427249144
1,Bandung,190,"Sukajadi Hotel, Convention and Gallery","Sukajadi, Bandung",3.0,4836.0,"Tenda di tepi kolam, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Kursi berjemur tepi kolam, Pusat kebugaran",846667,https://storage.googleapis.com/picture-bucket19/hotel/190.jpg,0.7537014909865447,midrange,-6.885653,107.59695899999996
1,Bandung,43,De Paviljoen Bandung,"Jalan Riau, Bandung",4.0,4384.0,"Pengering pakaian, Dapur kecil, Pusat kebugaran",2000000,https://storage.googleapis.com/picture-bucket19/hotel/43.jpg,0.9110083640708608,midrange,-6.905833,107.620601
1,Bandung,35,Cinnamon Hotel Boutique Syariah,"Setiabudi, Bandung",4.0,1616.0,Check-out ekspress,2868772,https://storage.googleapis.com/picture-bucket19/hotel/35.jpg,0.3358096524494779,luxury,-6.858609,107.59508
1,Bandung,72,Grand Sunshine Resort and Convention,"Pamekaran, Bandung",4.0,1131.0,"Badminton, Aerobik, Bar, Tennis, Bilyar, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",3400000,https://storage.googleapis.com/picture-bucket19/hotel/72.jpg,0.2350251961140838,luxury,-7.0253776,107.5286853
2,Jakarta,196,Swiss-Belinn Kemayoran,"Kemayoran, Jakarta",3.0,3549.0,"Bayar saat Check-in, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",822500,https://storage.googleapis.com/picture-bucket19/hotel/196.jpg,0.5531196425788353,midrange,-6.1493974,106.850211
2,Jakarta,142,Mandarin Oriental Jakarta,"Thamrin, Jakarta",5.0,1140.0,"Winery, Pusat kebugaran, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",8518400,https://storage.googleapis.com/picture-bucket19/hotel/142.jpg,0.2961192789235804,luxury,-6.1961069,106.82364080000002
2,Jakarta,9,Aloft Jakarta Wahid Hasyim,"Kebon Sirih, Jakarta",4.0,1002.0,"Limosin/mobil, Pusat kebugaran, Bilyar, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",1863400,https://storage.googleapis.com/picture-bucket19/hotel/9.jpg,0.2082186087588965,midrange,-6.186723,106.827273
2,Jakarta,23,Ashley Tanah Abang,"Tanah Abang, Jakarta",0.0,275.0,"Pusat kebugaran, Antar-jemput bandara, Pusat kebugaran",1940888,https://storage.googleapis.com/picture-bucket19/hotel/23.jpg,0.0,midrange,-6.186250433648075,106.81736481779473
2,Jakarta,84,Hariston Hotel & Suites,"Pluit, Jakarta",4.0,4297.0,Bar,1428500,https://storage.googleapis.com/picture-bucket19/hotel/84.jpg,0.8929295028313159,midrange,-6.137193,106.787725
2,Jakarta,220,The St. Regis Jakarta,"Kuningan, Jakarta",5.0,2.0,"Tenda di tepi kolam, Paket proposal romantis, Bar di kolam renang, Payung pantai, Spa, Pusat kebugaran, Bar, OTHER",8772500,https://storage.googleapis.com/picture-bucket19/hotel/220.jpg,0.0005195075068834,luxury,-6.206046,106.827499
2,Jakarta,19,Arimbi Pejaten Suites,"Ragunan, Jakarta",3.0,2234.0,"Bayar saat Check-in, Pusat kebugaran, Pusat kebugaran",437000,https://storage.googleapis.com/picture-bucket19/hotel/19.jpg,0.3481739311133046,budget,-6.277947,106.826923
2,Jakarta,73,Grand Tjokro Jakarta,"Tanjung Duren, Jakarta",4.0,7868.0,"Sewa mobil, Pusat kebugaran, Spa, Bar",1083333,https://storage.googleapis.com/picture-bucket19/hotel/73.jpg,1.6349940256636708,midrange,-6.165725,106.78167
2,Jakarta,222,The Sultan Hotel & Residence Jakarta,"Senayan, Jakarta",5.0,7247.0,"Bayar saat Check-in, Restoran show cooking, Winery, Dapur kecil, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",2391767,https://storage.googleapis.com/picture-bucket19/hotel/222.jpg,1.8824354511922696,luxury,-6.903839,107.611357
2,Jakarta,183,Shangri-La Jakarta,"Karet Tengsin, Jakarta",5.0,2262.0,"Akses ke water park, Toko/pusat belanja, Lapangan tennis outdoor, Bar di kolam renang, Payung pantai, Pusat kebugaran, Bar, OTHER",5320178,https://storage.googleapis.com/picture-bucket19/hotel/183.jpg,0.5875629902852096,luxury,-6.202312,106.818753
2,Jakarta,172,Royal Kuningan Hotel,"Rasuna Said, Jakarta",4.0,6678.0,"Aksesibel bagi penyandang disabilitas, Check-out ekspress",3078126,https://storage.googleapis.com/picture-bucket19/hotel/172.jpg,1.387708452387137,luxury,-6.206681,106.830269
2,Jakarta,138,Lumire Hotel & Convention Center,"Senen, Jakarta",4.0,8924.0,"Layanan pijat, Pusat kebugaran, Bilyar, Aksesibel bagi penyandang disabilitas, Sauna, Check-out ekspress, Pusat kebugaran, Bar",1016667,https://storage.googleapis.com/picture-bucket19/hotel/138.jpg,1.8544339965712504,luxury,-6.1759450247056895,106.84034395092624
2,Jakarta,203,Teraskita Hotel Jakarta managed by Dafam,"Cawang, Jakarta",4.0,9335.0,"Restoran show cooking, Layanan pijat, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Bar",1940000,https://storage.googleapis.com/picture-bucket19/hotel/203.jpg,1.9398410307028937,midrange,-6.245687,106.87465
2,Jakarta,151,Millennium Hotel Sirih Jakarta,"Tanah Abang, Jakarta",4.0,4969.0,"Transportasi ke pusat perbelanjaan, Sewa mobil, Aksesibel bagi penyandang disabilitas",1143853,https://storage.googleapis.com/picture-bucket19/hotel/151.jpg,1.0325731206815938,midrange,-6.182667002467954,106.81670638161472
2,Jakarta,186,Sheraton Grand Jakarta Gandaria City Hotel,"Kebayoran Lama Utara, Jakarta",5.0,1579.0,"Restoran show cooking, Winery, Sewa mobil, Fasilitas bisnis, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",3319433,https://storage.googleapis.com/picture-bucket19/hotel/186.jpg,0.410151176684503,luxury,-6.2452633,106.7830351
2,Jakarta,45,DoubleTree by Hilton Jakarta - Diponegoro,"Cikini, Jakarta",5.0,3244.0,"Area main anak, Klub anak, Pusat kebugaran, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",3009019,https://storage.googleapis.com/picture-bucket19/hotel/45.jpg,0.8426411761649956,luxury,-6.198831,106.843069
2,Jakarta,105,Hotel Ciputra Jakarta managed by Swiss-Belhotel International,"Tanjung Duren, Jakarta",4.0,9261.0,"Bayar saat Check-in, Layanan pijat, Bar di kolam renang, Pusat kebugaran, Bar",1463000,https://storage.googleapis.com/picture-bucket19/hotel/105.jpg,1.9244636084991429,midrange,-6.168121,106.786498
2,Jakarta,31,Best Western Premier The Hive,"Cawang, Jakarta",5.0,11091.0,"Restoran show cooking, Winery, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Perpustakaan, Check-out ekspress, Bar",1133333,https://storage.googleapis.com/picture-bucket19/hotel/31.jpg,2.880928879422308,luxury,-6.245033,106.875336
2,Jakarta,10,Aloft South Jakarta,"Cilandak Timur, Jakarta",4.0,467.0,"Bar, Sewa mobil, Pusat kebugaran, Bilyar, Bar di kolam renang, Bar",1294700,https://storage.googleapis.com/picture-bucket19/hotel/10.jpg,0.097044002285833,midrange,-6.291784031,106.8162942
2,Jakarta,211,"The Langham, Jakarta","Senayan, Jakarta",5.0,340.0,"Restoran show cooking, Aktivitas outdoor, Klub kesehatan, Pusat kebugaran, Fasilitas bisnis, Sauna, Pusat kebugaran, Bar",7830031,https://storage.googleapis.com/picture-bucket19/hotel/211.jpg,0.0883162761701906,luxury,-6.227097,106.8063958
2,Jakarta,120,"Hotel Mulia Senayan, Jakarta","Senayan, Jakarta",5.0,1540.0,"Bar, Tennis, Fasilitas bisnis, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran",5445000,https://storage.googleapis.com/picture-bucket19/hotel/120.jpg,0.4000207803002753,luxury,-6.215131,106.797045
2,Jakarta,5,ASTON Priority Simatupang & Conference Center,"Kebagusan, Jakarta",4.0,7246.0,"Layanan pijat, Antar-jemput bandara, Spa, Bar",1314463,https://storage.googleapis.com/picture-bucket19/hotel/5.jpg,1.5057405579510623,midrange,-6.301503,106.834503
2,Jakarta,148,Merlynn Park Hotel,"Petojo Utara, Jakarta",5.0,19249.0,"Tanda khusus bagi tuna netra, Klub kesehatan, Layanan pijat, Pusat kebugaran, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",1550000,https://storage.googleapis.com/picture-bucket19/hotel/148.jpg,5.0,luxury,-6.165894,106.815414
2,Jakarta,22,Ascott Sudirman Jakarta,"Karet Semanggi, Jakarta",5.0,2200.0,"Pusat kebugaran, Fasilitas bisnis, Antar-jemput bandara, Pusat kebugaran",3658560,https://storage.googleapis.com/picture-bucket19/hotel/22.jpg,0.5714582575718219,luxury,-6.2215855,106.81968129999996
2,Jakarta,209,"The Hermitage, a Tribute Portfolio Hotel, Jakarta","Menteng, Jakarta",5.0,369.0,"Karaoke, Handuk pantai, Layanan pijat, Pusat kebugaran, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Bar",4460060,https://storage.googleapis.com/picture-bucket19/hotel/209.jpg,0.095849135020001,luxury,-6.198188,106.838031
2,Jakarta,147,Mercure Convention Center Ancol,"Ancol, Jakarta",4.0,7570.0,"Area main anak, Check-out ekspress",3648333,https://storage.googleapis.com/picture-bucket19/hotel/147.jpg,1.5730687308431608,luxury,-6.122196,106.836323
2,Jakarta,104,Hotel Borobudur Jakarta,"Pasar Baru, Jakarta",5.0,7103.0,"Badminton, Aerobik, Winery, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",2572001,https://storage.googleapis.com/picture-bucket19/hotel/104.jpg,1.84503091069666,luxury,-6.172478,106.83579
2,Jakarta,44,Discovery Ancol,"Ancol, Jakarta",4.0,5754.0,"Ruang santai, Area main anak, Klub anak, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran",2691667,https://storage.googleapis.com/picture-bucket19/hotel/44.jpg,1.1956984778430049,luxury,-6.125865,106.830982
2,Jakarta,232,Yuan Garden Pasar Baru,"Pasar Baru, Jakarta",4.0,3213.0,"Aerobik, Winery, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",1105333,https://storage.googleapis.com/picture-bucket19/hotel/232.jpg,0.6676710478466413,midrange,-6.163203600688937,106.83275252580644
2,Jakarta,119,Hotel Menara Peninsula,"Slipi, Jakarta",4.0,9253.0,"Kolam air panas outdoor, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Sauna, Pusat kebugaran, Bar",1006000,https://storage.googleapis.com/picture-bucket19/hotel/119.jpg,1.922801184477116,luxury,-6.189983,106.797909
2,Jakarta,219,"The Ritz-Carlton Jakarta, Pacific Place Hotel","Senayan, Jakarta",5.0,483.0,"Aerobik, Winery, Pusat kebugaran, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",8167500,https://storage.googleapis.com/picture-bucket19/hotel/219.jpg,0.1254610629123591,luxury,-6.223285,106.809681
2,Jakarta,61,Grand Hyatt Jakarta,"Thamrin, Jakarta",5.0,2059.0,"Jacuzzi, Tennis, Layanan pijat, Lapangan tennis outdoor, Bar di kolam renang, Sauna, Pusat kebugaran, Bar",9377500,https://storage.googleapis.com/picture-bucket19/hotel/61.jpg,0.534832978336537,luxury,-6.192628300000001,106.82246199999996
2,Jakarta,34,Century Park Hotel,"Senayan, Jakarta",4.0,6830.0,"Penitipan anak, Sewa mobil, Layanan pijat, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",2160000,https://storage.googleapis.com/picture-bucket19/hotel/34.jpg,1.4192945088056523,luxury,-6.223261201271582,106.8029623920654
2,Jakarta,65,Grand Mercure Jakarta Harmoni,"Harmoni, Jakarta",5.0,1627.0,Check-out ekspress,1402847,https://storage.googleapis.com/picture-bucket19/hotel/65.jpg,0.4226193568497065,midrange,-6.160168,106.81966
2,Jakarta,143,Manhattan Hotel Jakarta,"Rasuna Said, Jakarta",5.0,8621.0,"Tanda khusus bagi tuna netra, Dapur kecil, Pusat kebugaran, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Sauna, Pusat kebugaran, Bar",2721667,https://storage.googleapis.com/picture-bucket19/hotel/143.jpg,2.239337108421217,luxury,-6.225193013149259,106.83132114484404
2,Jakarta,127,InterContinental Hotels JAKARTA PONDOK INDAH,"Pondok Indah, Jakarta",5.0,1455.0,"Pusat kebugaran, Bar",5457407,https://storage.googleapis.com/picture-bucket19/hotel/127.jpg,0.3779417112577277,luxury,-6.264619,106.782179
2,Jakarta,198,Swiss-Belinn Simatupang Jakarta,"Lebak Bulus, Jakarta",3.0,7329.0,"Bar, Sewa mobil, Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Spa, Pusat kebugaran, Bar",976667,https://storage.googleapis.com/picture-bucket19/hotel/198.jpg,1.1422411553846954,midrange,-6.291379,106.779478
2,Jakarta,244,ibis Styles Jakarta Airport,"Benda, Jakarta",3.0,4157.0,Check-out ekspress,714141,https://storage.googleapis.com/picture-bucket19/hotel/244.jpg,0.647877811834381,budget,-6.115917,106.683062
2,Jakarta,114,Hotel Dharmein,"Melawai, Jakarta",3.0,3116.0,"Teras rooftop, Bar",583333,https://storage.googleapis.com/picture-bucket19/hotel/114.jpg,0.4856356174346719,budget,-6.243422499999999,106.7986681
2,Jakarta,193,Swiss-Belhotel Airport Jakarta,"Benda, Jakarta",4.0,2222.0,Antar-jemput bandara,911668,https://storage.googleapis.com/picture-bucket19/hotel/193.jpg,0.4617382721180321,midrange,-6.113721,106.686955
